id;esp_id;label;median(8,13);rms(98,102);median(98,102);peak1x;peak2x;a;b
84;10;Normal;0.001545;0.053106396036635736;0.000465;0.00092;0.00362;-0.0015594198907010201;-5.9543734851732975
85;4;Normal;0.0025;0.1123811750250014;0.00172;0.07517;0.02386;-0.0012465937987337767;-6.047753781627498
86;5;Normal;0.000475;0.04097561103876304;0.000325;0.02344;0.00886;-0.00015957549885474786;-7.670550865277797
87;8;Faulty sensor;0.007560000000000001;0.005950621816247442;0.00017;0.00345;0.00095;-0.003446056293534207;-3.9880880560672387
88;7;Normal;0.00051;0.194861961654911;0.001895;0.11325;0.0102;-0.00011539231162812591;-7.261093557977534
89;7;Unbalance;0.00086;0.3019934441341401;0.00185;0.17861;0.0043;-0.0005223760857915986;-6.630959176798259
90;3;Normal;0.0014;0.09755969557148075;0.00086;0.05765;0.00793;-0.0007905663851341498;-6.11123518059936
91;4;Misalignment;0.00192;0.08795324894510718;0.001295;0.05549;0.04025;-0.0009979447734659625;-6.177376923595574
92;10;Normal;0.002935;0.07085428780250354;0.00135;0.00204;0.00087;-0.0006680846209666244;-5.670364448477377
93;5;Rubbing;0.07466500000000001;0.19640528735245394;0.00146;0.13358;0.00472;-0.003695988820462346;-1.6711201887621678
94;3;Normal;0.0008500000000000001;0.20075095939994908;0.00182;0.13183;0.00477;-0.0006544115344759773;-6.594798875566267
95;6;Normal;0.00137;0.13115443987909828;0.0014;0.07963;0.00178;-0.0008779341767921043;-6.181864016640863
96;10;Rubbing;0.002445;0.18608028267390397;0.00098;0.00111;0.00061;-0.0006678219086295955;-5.711961569241851
97;1;Normal;0.00028;0.17013830814957576;0.001315;0.11329;0.00453;-0.0005512105432610007;-7.689419092458333
98;3;Normal;0.00115;0.06792591258128226;0.00114;0.03999;0.00466;-0.0004120816653522614;-6.73944534234067
99;1;Rubbing;0.026355;0.07515665106961593;0.00248;0.04644;0.00296;-0.0020870497239395044;-3.0842121737479617
100;10;Normal;0.001365;0.2817761441286327;0.00191;0.00154;0.00126;-6.825000277923116e-05;-6.1209841908023
101;5;Normal;0.00035;0.027393858800833445;0.00012;0.01584;0.00156;-0.000987648536078418;-7.6117768716422685
102;8;Unbalance;0.0009400000000000001;0.40592173605265336;0.003635;0.23753;0.01705;-0.0008973608855856861;-6.358969575924943
103;0;Unbalance;0.00041;0.3016465171355373;0.003155;0.18336;0.00362;-0.00040725462145701385;-7.411378980967958
104;10;Normal;0.00345;0.087083111451073;0.0013;0.00129;0.00966;-0.0008831951832637;-5.434751916095637
105;8;Faulty sensor;0.007535;0.006164770879765119;0.00018;0.00356;0.00301;-0.0034449411295111696;-4.019234875775749
106;1;Normal;0.00051;0.042556825539506585;0.00109;0.02691;0.00575;-0.0012795725761055605;-6.788697785078782
107;8;Normal;0.0016;0.07349603934906969;0.00148;0.04696;0.0035;0.0013076733189410366;-7.102526942873565
108;4;Normal;0.05413;0.19559450299024253;0.00271;0.13194;0.02422;-0.0036096936096998325;-2.0071233986286874
109;8;Normal;0.00251;0.23975510442949904;0.001595;0.13643;0.01177;-0.00018831436673674205;-6.075086121802466
110;1;Normal;0.00027;0.10391543581201014;0.00101;0.0596;0.00884;-4.9861596297342134e-05;-7.648224098652766
111;1;Normal;0.00041;0.08623947877857333;0.00079;0.05735;0.00068;-0.0009252923140093751;-7.279983118731641
112;7;Normal;0.001395;0.12287381576235028;0.001065;0.07346;0.00415;-0.00010202646571349299;-6.383521845902566
113;4;Faulty sensor;0.40276;0.6272383643400649;0.007549999999999999;0.01646;0.00141;-0.003790622779601712;-0.07092884347136197
114;0;Normal;0.00027;0.1656783075722347;0.001505;0.1063;0.02001;-0.00046309734830357797;-7.90205839206119
115;5;Normal;0.00025;0.13771771309457617;0.00094;0.09275;0.00245;-0.0011756770170269267;-7.542142877826765
116;3;Normal;0.0020350000000000004;0.081177313949157;0.00069;0.04817;0.00865;-0.002103985604966051;-5.477938116897941
117;8;Unbalance;0.00089;0.27556826196062567;0.002735;0.16927;0.00859;-0.00032646271817977256;-6.823860379335193
118;8;Normal;0.004105;0.18445379502737264;0.0024749999999999998;0.10879;0.01982;-0.0001427400406317598;-5.4332471874821815
119;9;Unbalance;0.001825;0.4116436344703996;0.00344;0.24567;0.01991;-0.00011081492562609456;-6.339402132759571
120;1;Unbalance;0.00157;0.2911109281700019;0.001395;0.17056;0.00899;-0.0011370678779700646;-6.37292766352815
121;9;Normal;0.00297;0.15356083387374528;0.00155;0.09607;0.01119;0.0003127253785371347;-5.992861901016443
122;4;Normal;0.043344999999999995;0.21928215157645642;0.0057;0.12992;0.00929;-0.002587545594344295;-2.5278574166264454
123;6;Normal;0.00072;0.20298024559055003;0.001755;0.12078;0.00447;0.00023179355694288436;-7.262644884377018
124;4;Normal;0.02899;0.2365921013051788;0.00414;0.15795;0.01169;-0.00326981507457781;-2.731859310153358
125;4;Normal;0.00085;0.1899749699302516;0.005125;0.11237;0.00736;0.00014832498670773765;-7.239123671905554
126;3;Normal;0.0027549999999999996;0.17648627085413754;0.001715;0.1047;0.00149;-0.001462182079139275;-5.513904201210292
127;1;Faulty sensor;1.07733;0.18078351113970542;0.01423;0.05479;0.01233;-0.0036144453206301006;0.9749096984610373
128;10;Rubbing;0.00398;0.16831138731529724;0.00139;0.0009;0.00035;-0.0008636503268372491;-5.212606188642537
129;0;Normal;0.00042;0.17218179201065364;0.001065;0.10959;0.00793;0.0010617859239097098;-8.140224287403914
130;10;Normal;0.001905;0.125369497087609;0.001905;0.00239;0.00086;0.00012105082908802516;-6.139738955453729
131;8;Faulty sensor;0.00466;0.006942333901506036;0.00012;0.004;0.00211;-0.0032084591348217643;-4.552633726591829
132;8;Faulty sensor;0.006985;0.009123053216988268;0.00021;0.00423;0.00047;-0.003231350148202885;-4.218099996515114
133;5;Normal;0.000655;0.17127869890911712;0.00091;0.11363;0.00312;-0.0007039627960586365;-7.050132908010146
134;5;Normal;0.00074;0.14811111065683089;0.001;0.09886;0.00335;-0.0008303565279858852;-7.007378701133383
135;4;Normal;0.00367;0.07811297523459211;0.00116;0.05261;0.01474;-0.0010416492443801977;-5.470870445276442
136;5;Normal;0.000795;0.2132847577770151;0.001025;0.12206;0.00032;-0.00115631627148106;-7.145083795681584
137;7;Unbalance;0.000985;0.25997344133584105;0.002255;0.15872;0.01119;-0.0003016358701143383;-6.82298840768781
138;9;Normal;0.00437;0.08159283363139193;0.0048850000000000005;0.02682;0.00757;-0.0003947349238947382;-5.203677795909763
139;3;Normal;0.00413;0.11838522711892728;0.001215;0.068;0.00793;-0.0015124540357278676;-5.398125415014373
140;7;Normal;0.000995;0.1867251236443559;0.00204;0.11586;0.00385;-0.00010608305930501197;-6.538647151413993
141;1;Normal;0.00025;0.08546417904596051;0.001;0.04797;0.00686;-0.00042284213308364;-7.171574689382479
142;0;Unbalance;0.00043;0.28778765348777563;0.0025700000000000002;0.18532;0.0055;-0.0010124103558825945;-7.1597540472483185
143;5;Normal;0.00418;0.13743520982630325;0.00065;0.07842;0.00232;-0.003044393355104485;-4.7436098294333595
144;5;Normal;0.0006850000000000001;0.17942016692668636;0.000905;0.12228;0.00678;-0.000421631077048409;-7.194204358704813
145;9;Normal;0.002215;0.11672674029544387;0.001185;0.0659;0.00841;-0.0006703623400065336;-5.783406512021876
146;4;Faulty sensor;0.003155;1.8571824157039607;0.006705;0.02155;0.00077;-0.0023167942002545604;-5.033142651975972
147;4;Unbalance;0.000745;0.2600662448300432;0.00183;0.16503;0.00428;-0.000560346892601974;-7.068314753641612
148;8;Normal;0.0052049999999999996;0.1931637460808834;0.0023150000000000002;0.11629;0.01891;-0.0002038658765566665;-5.48647720578148
149;4;Normal;0.00112;0.13950386410418888;0.00213;0.093;0.01363;-0.0009911975404944945;-6.701596104004853
150;7;Normal;0.001435;0.04630814183272743;0.000655;0.0298;0.00218;-0.0012636133510821493;-5.949104094154997
151;7;Normal;0.0010400000000000001;0.2564752181010867;0.002725;0.16137;0.00527;0.0010676413491472504;-7.212452386700275
152;1;Normal;0.0008049999999999999;0.0638447116055825;0.000915;0.03966;0.00257;-0.0005458439116577972;-6.862592576617265
153;4;Normal;0.00149;0.17420183638526893;0.002935;0.10772;0.01793;-0.0013079386061961385;-6.088330614706224
154;4;Normal;0.021695;0.14941959911604635;0.0034;0.08446;0.01704;-0.0034262043727262452;-2.964596713451841
155;8;Normal;0.001905;0.18061939901350577;0.001795;0.11002;0.00518;-1.3564120560110426e-07;-6.614470394502518
156;5;Normal;0.0009;0.057139180078121535;0.00027;0.03599;0.00453;-0.001420161988432946;-6.805839386764372
157;1;Normal;0.0009;0.07635284932469778;0.00096;0.04732;0.00936;-0.00044278965316782686;-6.794923062012519
158;7;Normal;0.000835;0.2669520653600567;0.003765;0.16411;0.0097;-0.0002338024573338262;-6.477736018388421
159;5;Unbalance;0.004295;0.2915343782472318;0.0012;0.16649;0.00155;-0.0027610981866235634;-4.776415285897811
160;10;Normal;0.00384;0.09539332471404904;0.0018;0.00177;0.00054;-0.0011861661670132086;-4.97270043490816
161;5;Normal;0.00092;0.05454692750283924;0.00111;0.03386;0.00133;-0.0007589745051172521;-6.4859894730802985
162;5;Normal;0.00024;0.05147374282097622;0.00044;0.03366;0.00533;3.620421996336803e-05;-7.879098536876396
163;5;Normal;0.00098;0.1945283992120431;0.0010600000000000002;0.13163;0.00198;-0.0008115620866211525;-6.891367741453253
164;8;Faulty sensor;0.0057350000000000005;0.0035065510120344747;0.00014;0.00193;0.00054;-0.0031769274971886656;-4.360162889992553
165;6;Normal;0.000705;0.11739758046910508;0.00142;0.07108;0.00502;5.637470731102681e-05;-7.313979512019506
166;7;Normal;0.001435;0.269281981758899;0.001705;0.15104;0.00588;-0.0005250194608364549;-6.198526014158014
167;6;Normal;0.00108;0.03146997934540155;0.00098;0.01671;0.00812;0.0008223526184985572;-6.794498176147964
168;1;Normal;0.00129;0.05365814756400001;0.00043;0.03153;0.00065;-0.001346844242718481;-6.053984950404247
169;8;Normal;0.00172;0.11759633965391951;0.001365;0.07233;0.00498;0.0001215028234506632;-6.780325567574716
170;5;Rubbing;0.013285;0.026596101218035698;0.00057;0.01722;0.00132;-0.0029915952681677004;-3.6040210129071646
171;4;Normal;0.02669;0.12437839482804076;0.00325;0.08112;0.0233;-0.003479270458726157;-2.7440037972648184
172;5;Normal;0.00055;0.13291334771195856;0.000695;0.07802;0.00291;-0.0006407848076041697;-7.325601725274757
173;10;Normal;0.000405;0.03890950912052219;0.00084;0.00103;0.00051;-0.0001213947751392707;-7.122763174208991
174;4;Normal;0.00099;0.08135425434480976;0.00358;0.04446;0.01013;-0.00041643737177799497;-6.870793812760687
175;2;Normal;0.00066;0.1363724411308971;0.00107;0.08421;0.01036;0.00034072607722334525;-7.283974442324242
176;6;Normal;0.000775;0.208711429730142;0.00189;0.12439;0.01072;-0.00021139172721885784;-7.121724115644416
177;6;Normal;0.001695;0.13936767810364067;0.00148;0.08573;0.00937;0.00039381029577186926;-6.582954263240043
178;8;Unbalance;0.001785;0.31191696010316594;0.00276;0.19091;0.00773;-0.0011106853685542918;-6.2407670025237785
179;1;Normal;0.00345;0.10561193493161651;0.00066;0.06975;0.00398;-0.002257494139360218;-5.212789247538175
180;10;Normal;0.0007;0.14032828296533809;0.00115;0.00091;0.00091;-0.0007323433791415482;-6.752971563247373
181;7;Normal;0.000985;0.17314412233743312;0.00195;0.10245;0.0065;0.0007696441802738254;-6.8212532237646295
182;0;Normal;0.00091;0.21866601816468875;0.00181;0.14091;0.01867;-0.001272101876755304;-6.672332120699372
183;6;Normal;0.00178;0.2570683722280903;0.0023350000000000003;0.15831;0.005;0.001267485252388286;-6.871571935015536
184;6;Unbalance;0.038265;0.46245816362131614;0.004615;0.27854;0.00514;-0.002243240468677401;-2.6704250900765225
185;5;Normal;0.000875;0.17611531534764374;0.000855;0.10187;0.001;-0.0018712847285460236;-6.486256415891959
186;7;Normal;0.0013;0.01796912351785696;0.00048;0.00954;0.00638;-0.0015385419677093656;-6.990051995768547
187;1;Normal;0.00131;0.16775863941985225;0.00285;0.09886;0.01459;0.0012992227892770197;-6.92896428228051
188;5;Unbalance;0.000545;0.34142577963592613;0.0014399999999999999;0.19612;0.00507;-0.0009902395451135359;-7.155251042458112
189;2;Normal;0.00081;0.23983680409812003;0.0022050000000000004;0.15098;0.01044;-9.048144447509647e-05;-6.931431745292581
190;4;Normal;0.000655;0.07653932257343281;0.00268;0.04412;0.00709;0.00023517992985212013;-7.457977967758186
191;7;Normal;0.001185;0.1601186606863797;0.00149;0.09032;0.00294;-0.000358364334133061;-6.018116172998951
192;7;Normal;0.00078;0.18139406936281022;0.002005;0.11376;0.00042;5.495251791009378e-06;-6.694682345390056
193;1;Unbalance;0.001605;0.4284466006400331;0.00348;0.27245;0.00255;-0.002215334983300231;-5.486439713312569
194;10;Normal;0.000845;0.10448031393520983;0.00214;0.00146;0.00099;-0.0005820517031197796;-6.652450570216094
195;0;Unbalance;0.00033;0.28172672840893176;0.0014399999999999999;0.18986;0.01501;0.00043083050676264464;-7.850893630504042
196;9;Unbalance;0.00142;0.3971262264066678;0.00281;0.23801;0.03418;-0.0004888886445529345;-6.529004348685349
197;5;Faulty sensor;0.187145;0.055608648607927885;0.00483;0.00886;0.00156;-0.003093532204151616;-0.9733591714408147
198;7;Normal;0.00159;0.14442184045358236;0.00111;0.08333;0.00915;-0.0002023471413481591;-6.257268069910713
199;7;Normal;0.00082;0.1046540534332044;0.000695;0.0601;0.01077;-5.61704556327797e-05;-6.811065437009978
200;7;Normal;0.00113;0.25586933540383466;0.00226;0.14554;0.00713;0.00041441585618713503;-6.725815708251903
201;8;Normal;0.001955;0.23965626175837762;0.0020350000000000004;0.13496;0.01055;-0.0006374371490078639;-6.015195011184119
202;1;Normal;0.000795;0.16469725195035886;0.00125;0.09371;0.00186;-0.0005823051472980404;-6.818029210464299
203;8;Normal;0.000895;0.18618137661968234;0.002565;0.11446;0.00244;0.0006509089056418106;-7.091773468968409
204;7;Normal;0.00051;0.162832710165986;0.001635;0.07876;0.01776;0.00019759222262418904;-7.319670293200005
205;0;Unbalance;0.000405;0.3242104413802862;0.001635;0.2062;0.0116;0.0009337643037615196;-7.83667878321763
206;6;Normal;0.0037;0.09818051690635979;0.001145;0.05234;0.00336;-0.0012817029454324108;-5.208631600611543
207;9;Normal;0.001455;0.13947635462686858;0.001805;0.08563;0.00142;-0.0006325068245182766;-5.798913466744866
208;3;Rubbing;0.008545;0.06530344171634449;0.00102;0.041;0.00591;-0.0013392580430066935;-4.766739208366812
209;5;Normal;0.00424;0.06227207881546914;0.00042500000000000003;0.03855;0.00529;-0.002688361895473864;-4.889536850676048
210;2;Normal;0.00054;0.039828712005285836;0.0007;0.01848;0.00012;0.0002731043264967019;-7.47467562959865
211;2;Normal;0.0009350000000000001;0.06500999923088756;0.00043;0.03963;0.00504;-0.0011642545494963523;-6.410706623647842
212;10;Normal;0.00114;0.12767712050324442;0.00102;0.00097;0.00055;-0.0009195908384740924;-6.69344622485723
213;6;Normal;0.00287;0.17619662624465884;0.00251;0.09591;0.00808;-0.0001236051909195432;-5.790490163510151
214;6;Unbalance;0.0023;0.48802244210691786;0.00364;0.31202;0.01038;-8.86430182440181e-05;-6.4880130626702615
215;5;Normal;0.00064;0.21468869229654367;0.00089;0.12284;0.00706;-0.0004393435991495389;-7.221675487107639
216;8;Faulty sensor;0.00452;0.005927073476851794;0.00012;0.00338;0.00173;-0.0032318582117846126;-4.541627967911145
217;10;Normal;0.00172;0.041103370907992445;0.00102;0.00083;0.0002;-0.0015569358003016123;-5.801852528134607
218;7;Normal;0.00125;0.21260827100562196;0.0021650000000000003;0.12443;0.01193;-4.395667651730985e-05;-6.147282210158966
219;4;Faulty sensor;0.00464;0.008623827456529959;0.00061;0.00306;0.00025;-0.001949044406685314;-4.754284293038288
220;9;Unbalance;0.00101;0.35287735914903917;0.002635;0.21133;0.0085;-0.000822542511169013;-6.472585081809601
221;5;Rubbing;0.01251;0.15023024229495205;0.00075;0.08568;0.00444;-0.003404869522167543;-3.538016432352831
222;2;Normal;0.000505;0.23976564391088226;0.0016350000000000002;0.13841;0.00825;-9.890999913162251e-05;-7.257538267733855
223;8;Unbalance;0.00066;0.2848878453005673;0.00226;0.1699;0.00449;0.00042293834604062664;-6.843877011349259
224;6;Normal;0.001855;0.23896159063749137;0.00243;0.14702;0.01221;0.0002572375560091988;-6.229086454648562
225;6;Normal;0.001365;0.07319623897441727;0.00207;0.04039;0.0089;-0.0002657461514414731;-6.478275239985678
226;10;Normal;0.001375;0.11720035366840836;0.001425;0.00128;0.00048;-0.00072308838163159;-6.087797649319407
227;8;Unbalance;0.002275;0.3289831021496393;0.00268;0.19877;0.01679;-0.0007612892378443466;-5.846762160025988
228;8;Normal;0.0011;0.1284596703249701;0.00174;0.07469;0.00911;0.0009094654634331019;-6.8548338794581705
229;10;Rubbing;0.003405;0.06486521949396302;0.00099;0.00097;0.00032;-0.0004190617693250902;-5.691559057768259
230;10;Normal;0.00316;0.040326790102858424;0.00031;0.0002;0.00024;-0.0007747415252185961;-5.933021050806888
231;10;Normal;0.00084;0.1441696722615405;0.001555;0.00131;0.00094;-0.0005590832880168676;-6.544349685099176
232;1;Normal;0.00053;0.15660860257342188;0.00109;0.09016;0.00858;-0.00010235147441313224;-7.060576221323263
233;4;Normal;0.00069;0.12124574054374034;0.00084;0.07038;0.01811;-0.0005673183232245266;-6.980318986318437
234;1;Normal;0.00111;0.20421711363154654;0.00131;0.11826;0.01535;-0.0017567724643850829;-6.281791225740444
235;9;Misalignment;0.002985;0.28473957276781886;0.00282;0.16397;0.03561;-0.000563825219045724;-5.604253455930735
236;7;Normal;0.001045;0.0701385500277843;0.00042;0.04249;0.00585;3.356867749478157e-05;-6.885060330182948
237;10;Normal;0.00434;0.10288497266364997;0.00042;0.00039;0.00082;-0.0011881981655016362;-5.445869913355563
